"","CoB","ethgrp","age","population","sex","year"
"591","UK-born","Chinese","56",37,"M",2011
"592","UK-born","Chinese","57",43,"M",2011
"593","UK-born","Chinese","58",33,"M",2011
"594","UK-born","Chinese","59",35,"M",2011
"595","UK-born","Chinese","60",36,"M",2011
"596","UK-born","Chinese","61",28,"M",2011
"597","UK-born","Chinese","62",24,"M",2011
"598","UK-born","Chinese","63",34,"M",2011
"599","UK-born","Chinese","64",28,"M",2011
"600","UK-born","Chinese","65",37,"M",2011
"601","UK-born","Chinese","66",22,"M",2011
"602","UK-born","Chinese","67",20,"M",2011
"603","UK-born","Chinese","68",22,"M",2011
"604","UK-born","Chinese","69",20,"M",2011
"605","UK-born","Chinese","70",13,"M",2011
"606","UK-born","Chinese","71",17,"M",2011
"607","UK-born","Chinese","72",20,"M",2011
"608","UK-born","Chinese","73",17,"M",2011
"609","UK-born","Chinese","74",13,"M",2011
"610","UK-born","Chinese","75",13,"M",2011
"611","UK-born","Chinese","76",7,"M",2011
"612","UK-born","Chinese","77",8,"M",2011
"613","UK-born","Chinese","78",5,"M",2011
"614","UK-born","Chinese","79",5,"M",2011
"615","UK-born","Chinese","80",10,"M",2011
"616","UK-born","Chinese","81",6,"M",2011
"617","UK-born","Chinese","82",7,"M",2011
"618","UK-born","Chinese","83",3,"M",2011
"619","UK-born","Chinese","84",3,"M",2011
"620","UK-born","Chinese","85-89",13,"M",2011
"621","UK-born","Chinese","90-94",1,"M",2011
"622","UK-born","Chinese","95-99",2,"M",2011
"623","UK-born","Chinese","100",0,"M",2011
"624","UK-born","Mixed/Other","0",6430,"M",2011
"625","UK-born","Mixed/Other","1",6351,"M",2011
"626","UK-born","Mixed/Other","2",6058,"M",2011
"627","UK-born","Mixed/Other","3",5928,"M",2011
"628","UK-born","Mixed/Other","4",5541,"M",2011
"629","UK-born","Mixed/Other","5",5130,"M",2011
"630","UK-born","Mixed/Other","6",4566,"M",2011
"631","UK-born","Mixed/Other","7",4161,"M",2011
"632","UK-born","Mixed/Other","8",3526,"M",2011
"633","UK-born","Mixed/Other","9",3079,"M",2011
"634","UK-born","Mixed/Other","10",2635,"M",2011
"635","UK-born","Mixed/Other","11",2543,"M",2011
"636","UK-born","Mixed/Other","12",2269,"M",2011
"637","UK-born","Mixed/Other","13",2141,"M",2011
"638","UK-born","Mixed/Other","14",2178,"M",2011
"639","UK-born","Mixed/Other","15",2133,"M",2011
"640","UK-born","Mixed/Other","16",2012,"M",2011
"641","UK-born","Mixed/Other","17",1941,"M",2011
"642","UK-born","Mixed/Other","18",1760,"M",2011
"643","UK-born","Mixed/Other","19",1745,"M",2011
"644","UK-born","Mixed/Other","20",1871,"M",2011
"645","UK-born","Mixed/Other","21",1794,"M",2011
"646","UK-born","Mixed/Other","22",1632,"M",2011
"647","UK-born","Mixed/Other","23",1760,"M",2011
"648","UK-born","Mixed/Other","24",1659,"M",2011
"649","UK-born","Mixed/Other","25",1802,"M",2011
"650","UK-born","Mixed/Other","26",1669,"M",2011
"651","UK-born","Mixed/Other","27",1674,"M",2011
"652","UK-born","Mixed/Other","28",1638,"M",2011
"653","UK-born","Mixed/Other","29",1520,"M",2011
"654","UK-born","Mixed/Other","30",1577,"M",2011
"655","UK-born","Mixed/Other","31",1586,"M",2011
"656","UK-born","Mixed/Other","32",1422,"M",2011
"657","UK-born","Mixed/Other","33",1190,"M",2011
"658","UK-born","Mixed/Other","34",1117,"M",2011
"659","UK-born","Mixed/Other","35",889,"M",2011
"660","UK-born","Mixed/Other","36",882,"M",2011
"661","UK-born","Mixed/Other","37",847,"M",2011
"662","UK-born","Mixed/Other","38",897,"M",2011
"663","UK-born","Mixed/Other","39",836,"M",2011
"664","UK-born","Mixed/Other","40",726,"M",2011
"665","UK-born","Mixed/Other","41",701,"M",2011
"666","UK-born","Mixed/Other","42",658,"M",2011
"667","UK-born","Mixed/Other","43",590,"M",2011
"668","UK-born","Mixed/Other","44",499,"M",2011
"669","UK-born","Mixed/Other","45",411,"M",2011
"670","UK-born","Mixed/Other","46",333,"M",2011
"671","UK-born","Mixed/Other","47",317,"M",2011
"672","UK-born","Mixed/Other","48",257,"M",2011
"673","UK-born","Mixed/Other","49",170,"M",2011
"674","UK-born","Mixed/Other","50",150,"M",2011
"675","UK-born","Mixed/Other","51",90,"M",2011
"676","UK-born","Mixed/Other","52",100,"M",2011
"677","UK-born","Mixed/Other","53",99,"M",2011
"678","UK-born","Mixed/Other","54",70,"M",2011
"679","UK-born","Mixed/Other","55",59,"M",2011
"680","UK-born","Mixed/Other","56",52,"M",2011
"681","UK-born","Mixed/Other","57",51,"M",2011
"682","UK-born","Mixed/Other","58",39,"M",2011
"683","UK-born","Mixed/Other","59",45,"M",2011
"684","UK-born","Mixed/Other","60",33,"M",2011
"685","UK-born","Mixed/Other","61",21,"M",2011
"686","UK-born","Mixed/Other","62",30,"M",2011
"687","UK-born","Mixed/Other","63",19,"M",2011
"688","UK-born","Mixed/Other","64",13,"M",2011
"689","UK-born","Mixed/Other","65",12,"M",2011
"690","UK-born","Mixed/Other","66",18,"M",2011
"691","UK-born","Mixed/Other","67",17,"M",2011
"692","UK-born","Mixed/Other","68",14,"M",2011
"693","UK-born","Mixed/Other","69",17,"M",2011
"694","UK-born","Mixed/Other","70",17,"M",2011
"695","UK-born","Mixed/Other","71",19,"M",2011
"696","UK-born","Mixed/Other","72",14,"M",2011
"697","UK-born","Mixed/Other","73",13,"M",2011
"698","UK-born","Mixed/Other","74",8,"M",2011
"699","UK-born","Mixed/Other","75",19,"M",2011
"700","UK-born","Mixed/Other","76",15,"M",2011
"701","UK-born","Mixed/Other","77",9,"M",2011
"702","UK-born","Mixed/Other","78",11,"M",2011
"703","UK-born","Mixed/Other","79",10,"M",2011
"704","UK-born","Mixed/Other","80",11,"M",2011
"705","UK-born","Mixed/Other","81",16,"M",2011
"706","UK-born","Mixed/Other","82",10,"M",2011
"707","UK-born","Mixed/Other","83",7,"M",2011
"708","UK-born","Mixed/Other","84",7,"M",2011
"709","UK-born","Mixed/Other","85-89",28,"M",2011
"710","UK-born","Mixed/Other","90-94",6,"M",2011
"711","UK-born","Mixed/Other","95-99",3,"M",2011
"712","UK-born","Mixed/Other","100",0,"M",2011
"713","UK-born","Black-African","0",10414,"M",2011
"714","UK-born","Black-African","1",10205,"M",2011
"715","UK-born","Black-African","2",10245,"M",2011
"716","UK-born","Black-African","3",10350,"M",2011
"717","UK-born","Black-African","4",9534,"M",2011
"718","UK-born","Black-African","5",9033,"M",2011
"719","UK-born","Black-African","6",7821,"M",2011
"720","UK-born","Black-African","7",6707,"M",2011
"721","UK-born","Black-African","8",5808,"M",2011
"722","UK-born","Black-African","9",5125,"M",2011
"723","UK-born","Black-African","10",4676,"M",2011
"724","UK-born","Black-African","11",4236,"M",2011
"725","UK-born","Black-African","12",4097,"M",2011
"726","UK-born","Black-African","13",3919,"M",2011
"727","UK-born","Black-African","14",3938,"M",2011
"728","UK-born","Black-African","15",3732,"M",2011
"729","UK-born","Black-African","16",3275,"M",2011
"730","UK-born","Black-African","17",3285,"M",2011
"731","UK-born","Black-African","18",2989,"M",2011
"732","UK-born","Black-African","19",2649,"M",2011
"733","UK-born","Black-African","20",2613,"M",2011
"734","UK-born","Black-African","21",2252,"M",2011
"735","UK-born","Black-African","22",1807,"M",2011
"736","UK-born","Black-African","23",1547,"M",2011
"737","UK-born","Black-African","24",1369,"M",2011
"738","UK-born","Black-African","25",1263,"M",2011
"739","UK-born","Black-African","26",1167,"M",2011
"740","UK-born","Black-African","27",1015,"M",2011
"741","UK-born","Black-African","28",1182,"M",2011
"742","UK-born","Black-African","29",1322,"M",2011
"743","UK-born","Black-African","30",1227,"M",2011
"744","UK-born","Black-African","31",1195,"M",2011
"745","UK-born","Black-African","32",1136,"M",2011
"746","UK-born","Black-African","33",951,"M",2011
"747","UK-born","Black-African","34",1013,"M",2011
"748","UK-born","Black-African","35",966,"M",2011
"749","UK-born","Black-African","36",1019,"M",2011
"750","UK-born","Black-African","37",893,"M",2011
"751","UK-born","Black-African","38",991,"M",2011
"752","UK-born","Black-African","39",997,"M",2011
"753","UK-born","Black-African","40",1156,"M",2011
"754","UK-born","Black-African","41",1150,"M",2011
"755","UK-born","Black-African","42",1328,"M",2011
"756","UK-born","Black-African","43",1377,"M",2011
"757","UK-born","Black-African","44",1382,"M",2011
"758","UK-born","Black-African","45",1261,"M",2011
"759","UK-born","Black-African","46",1129,"M",2011
"760","UK-born","Black-African","47",838,"M",2011
"761","UK-born","Black-African","48",639,"M",2011
"762","UK-born","Black-African","49",461,"M",2011
"763","UK-born","Black-African","50",382,"M",2011
"764","UK-born","Black-African","51",320,"M",2011
"765","UK-born","Black-African","52",232,"M",2011
"766","UK-born","Black-African","53",163,"M",2011
"767","UK-born","Black-African","54",124,"M",2011
"768","UK-born","Black-African","55",119,"M",2011
"769","UK-born","Black-African","56",95,"M",2011
"770","UK-born","Black-African","57",63,"M",2011
"771","UK-born","Black-African","58",64,"M",2011
"772","UK-born","Black-African","59",43,"M",2011
"773","UK-born","Black-African","60",39,"M",2011
"774","UK-born","Black-African","61",38,"M",2011
"775","UK-born","Black-African","62",34,"M",2011
"776","UK-born","Black-African","63",28,"M",2011
"777","UK-born","Black-African","64",36,"M",2011
"778","UK-born","Black-African","65",21,"M",2011
"779","UK-born","Black-African","66",16,"M",2011
"780","UK-born","Black-African","67",19,"M",2011
"781","UK-born","Black-African","68",23,"M",2011
"782","UK-born","Black-African","69",16,"M",2011
"783","UK-born","Black-African","70",17,"M",2011
"784","UK-born","Black-African","71",28,"M",2011
"785","UK-born","Black-African","72",13,"M",2011
"786","UK-born","Black-African","73",18,"M",2011
"787","UK-born","Black-African","74",11,"M",2011
"788","UK-born","Black-African","75",15,"M",2011
"789","UK-born","Black-African","76",18,"M",2011
"790","UK-born","Black-African","77",12,"M",2011
"791","UK-born","Black-African","78",7,"M",2011
"792","UK-born","Black-African","79",4,"M",2011
"793","UK-born","Black-African","80",8,"M",2011
"794","UK-born","Black-African","81",3,"M",2011
"795","UK-born","Black-African","82",7,"M",2011
"796","UK-born","Black-African","83",4,"M",2011
"797","UK-born","Black-African","84",10,"M",2011
"798","UK-born","Black-African","85-89",16,"M",2011
"799","UK-born","Black-African","90-94",10,"M",2011
"800","UK-born","Black-African","95-99",7,"M",2011
"801","UK-born","Black-African","100",4,"M",2011
"802","UK-born","Black-Caribbean","0",2668,"M",2011
"803","UK-born","Black-Caribbean","1",2807,"M",2011
"804","UK-born","Black-Caribbean","2",2970,"M",2011
"805","UK-born","Black-Caribbean","3",3016,"M",2011
"806","UK-born","Black-Caribbean","4",3170,"M",2011
"807","UK-born","Black-Caribbean","5",3098,"M",2011
"808","UK-born","Black-Caribbean","6",3063,"M",2011
"809","UK-born","Black-Caribbean","7",3219,"M",2011
"810","UK-born","Black-Caribbean","8",3095,"M",2011
"811","UK-born","Black-Caribbean","9",2900,"M",2011
"812","UK-born","Black-Caribbean","10",2965,"M",2011
"813","UK-born","Black-Caribbean","11",3022,"M",2011
"814","UK-born","Black-Caribbean","12",3100,"M",2011
"815","UK-born","Black-Caribbean","13",3163,"M",2011
"816","UK-born","Black-Caribbean","14",3212,"M",2011
"817","UK-born","Black-Caribbean","15",3344,"M",2011
"818","UK-born","Black-Caribbean","16",3311,"M",2011
"819","UK-born","Black-Caribbean","17",3312,"M",2011
"820","UK-born","Black-Caribbean","18",3246,"M",2011
"821","UK-born","Black-Caribbean","19",3251,"M",2011
"822","UK-born","Black-Caribbean","20",3368,"M",2011
"823","UK-born","Black-Caribbean","21",3153,"M",2011
"824","UK-born","Black-Caribbean","22",3060,"M",2011
"825","UK-born","Black-Caribbean","23",2989,"M",2011
"826","UK-born","Black-Caribbean","24",2831,"M",2011
"827","UK-born","Black-Caribbean","25",2792,"M",2011
"828","UK-born","Black-Caribbean","26",2569,"M",2011
"829","UK-born","Black-Caribbean","27",2516,"M",2011
"830","UK-born","Black-Caribbean","28",2448,"M",2011
"831","UK-born","Black-Caribbean","29",2391,"M",2011
"832","UK-born","Black-Caribbean","30",2386,"M",2011
"833","UK-born","Black-Caribbean","31",2243,"M",2011
"834","UK-born","Black-Caribbean","32",2164,"M",2011
"835","UK-born","Black-Caribbean","33",1902,"M",2011
"836","UK-born","Black-Caribbean","34",1916,"M",2011
"837","UK-born","Black-Caribbean","35",1964,"M",2011
"838","UK-born","Black-Caribbean","36",1947,"M",2011
"839","UK-born","Black-Caribbean","37",2079,"M",2011
"840","UK-born","Black-Caribbean","38",2470,"M",2011
"841","UK-born","Black-Caribbean","39",2919,"M",2011
"842","UK-born","Black-Caribbean","40",3261,"M",2011
"843","UK-born","Black-Caribbean","41",3666,"M",2011
"844","UK-born","Black-Caribbean","42",4162,"M",2011
"845","UK-born","Black-Caribbean","43",4463,"M",2011
"846","UK-born","Black-Caribbean","44",4750,"M",2011
"847","UK-born","Black-Caribbean","45",5105,"M",2011
"848","UK-born","Black-Caribbean","46",5278,"M",2011
"849","UK-born","Black-Caribbean","47",5585,"M",2011
"850","UK-born","Black-Caribbean","48",5338,"M",2011
"851","UK-born","Black-Caribbean","49",4188,"M",2011
"852","UK-born","Black-Caribbean","50",2800,"M",2011
"853","UK-born","Black-Caribbean","51",2253,"M",2011
"854","UK-born","Black-Caribbean","52",1916,"M",2011
"855","UK-born","Black-Caribbean","53",1465,"M",2011
"856","UK-born","Black-Caribbean","54",917,"M",2011
"857","UK-born","Black-Caribbean","55",417,"M",2011
"858","UK-born","Black-Caribbean","56",223,"M",2011
"859","UK-born","Black-Caribbean","57",147,"M",2011
"860","UK-born","Black-Caribbean","58",136,"M",2011
"861","UK-born","Black-Caribbean","59",81,"M",2011
"862","UK-born","Black-Caribbean","60",89,"M",2011
"863","UK-born","Black-Caribbean","61",60,"M",2011
"864","UK-born","Black-Caribbean","62",50,"M",2011
"865","UK-born","Black-Caribbean","63",55,"M",2011
"866","UK-born","Black-Caribbean","64",56,"M",2011
"867","UK-born","Black-Caribbean","65",37,"M",2011
"868","UK-born","Black-Caribbean","66",61,"M",2011
"869","UK-born","Black-Caribbean","67",65,"M",2011
"870","UK-born","Black-Caribbean","68",76,"M",2011
"871","UK-born","Black-Caribbean","69",79,"M",2011
"872","UK-born","Black-Caribbean","70",89,"M",2011
"873","UK-born","Black-Caribbean","71",77,"M",2011
"874","UK-born","Black-Caribbean","72",93,"M",2011
"875","UK-born","Black-Caribbean","73",91,"M",2011
"876","UK-born","Black-Caribbean","74",104,"M",2011
"877","UK-born","Black-Caribbean","75",97,"M",2011
"878","UK-born","Black-Caribbean","76",95,"M",2011
"879","UK-born","Black-Caribbean","77",78,"M",2011
"880","UK-born","Black-Caribbean","78",81,"M",2011
"881","UK-born","Black-Caribbean","79",64,"M",2011
"882","UK-born","Black-Caribbean","80",64,"M",2011
"883","UK-born","Black-Caribbean","81",58,"M",2011
"884","UK-born","Black-Caribbean","82",58,"M",2011
"885","UK-born","Black-Caribbean","83",40,"M",2011
"886","UK-born","Black-Caribbean","84",47,"M",2011
"887","UK-born","Black-Caribbean","85-89",101,"M",2011
"888","UK-born","Black-Caribbean","90-94",34,"M",2011
"889","UK-born","Black-Caribbean","95-99",5,"M",2011
"890","UK-born","Black-Caribbean","100",4,"M",2011
"891","UK-born","Black-Other","0",3660,"M",2011
"892","UK-born","Black-Other","1",3767,"M",2011
"893","UK-born","Black-Other","2",3791,"M",2011
"894","UK-born","Black-Other","3",4078,"M",2011
"895","UK-born","Black-Other","4",3550,"M",2011
"896","UK-born","Black-Other","5",3356,"M",2011
"897","UK-born","Black-Other","6",3172,"M",2011
"898","UK-born","Black-Other","7",2953,"M",2011
"899","UK-born","Black-Other","8",2784,"M",2011
"900","UK-born","Black-Other","9",2554,"M",2011
"901","UK-born","Black-Other","10",2256,"M",2011
"902","UK-born","Black-Other","11",2123,"M",2011
"903","UK-born","Black-Other","12",2068,"M",2011
"904","UK-born","Black-Other","13",2060,"M",2011
"905","UK-born","Black-Other","14",2167,"M",2011
"906","UK-born","Black-Other","15",1893,"M",2011
"907","UK-born","Black-Other","16",1928,"M",2011
"908","UK-born","Black-Other","17",1810,"M",2011
"909","UK-born","Black-Other","18",1704,"M",2011
"910","UK-born","Black-Other","19",1452,"M",2011
"911","UK-born","Black-Other","20",1574,"M",2011
"912","UK-born","Black-Other","21",1452,"M",2011
"913","UK-born","Black-Other","22",1377,"M",2011
"914","UK-born","Black-Other","23",1479,"M",2011
"915","UK-born","Black-Other","24",1207,"M",2011
"916","UK-born","Black-Other","25",1534,"M",2011
"917","UK-born","Black-Other","26",1639,"M",2011
"918","UK-born","Black-Other","27",1413,"M",2011
"919","UK-born","Black-Other","28",1479,"M",2011
"920","UK-born","Black-Other","29",1473,"M",2011
"921","UK-born","Black-Other","30",1342,"M",2011
"922","UK-born","Black-Other","31",1207,"M",2011
"923","UK-born","Black-Other","32",1098,"M",2011
"924","UK-born","Black-Other","33",1121,"M",2011
"925","UK-born","Black-Other","34",1121,"M",2011
"926","UK-born","Black-Other","35",869,"M",2011
"927","UK-born","Black-Other","36",869,"M",2011
"928","UK-born","Black-Other","37",885,"M",2011
"929","UK-born","Black-Other","38",954,"M",2011
"930","UK-born","Black-Other","39",1171,"M",2011
"931","UK-born","Black-Other","40",1231,"M",2011
"932","UK-born","Black-Other","41",1455,"M",2011
"933","UK-born","Black-Other","42",1597,"M",2011
"934","UK-born","Black-Other","43",1741,"M",2011
"935","UK-born","Black-Other","44",1852,"M",2011
"936","UK-born","Black-Other","45",1776,"M",2011
"937","UK-born","Black-Other","46",1832,"M",2011
"938","UK-born","Black-Other","47",1908,"M",2011
"939","UK-born","Black-Other","48",1796,"M",2011
"940","UK-born","Black-Other","49",1393,"M",2011
"941","UK-born","Black-Other","50",869,"M",2011
"942","UK-born","Black-Other","51",747,"M",2011
"943","UK-born","Black-Other","52",618,"M",2011
"944","UK-born","Black-Other","53",490,"M",2011
"945","UK-born","Black-Other","54",324,"M",2011
"946","UK-born","Black-Other","55",144,"M",2011
"947","UK-born","Black-Other","56",68,"M",2011
"948","UK-born","Black-Other","57",81,"M",2011
"949","UK-born","Black-Other","58",43,"M",2011
"950","UK-born","Black-Other","59",37,"M",2011
"951","UK-born","Black-Other","60",48,"M",2011
"952","UK-born","Black-Other","61",27,"M",2011
"953","UK-born","Black-Other","62",29,"M",2011
"954","UK-born","Black-Other","63",30,"M",2011
"955","UK-born","Black-Other","64",25,"M",2011
"956","UK-born","Black-Other","65",23,"M",2011
"957","UK-born","Black-Other","66",22,"M",2011
"958","UK-born","Black-Other","67",14,"M",2011
"959","UK-born","Black-Other","68",13,"M",2011
"960","UK-born","Black-Other","69",8,"M",2011
"961","UK-born","Black-Other","70",14,"M",2011
"962","UK-born","Black-Other","71",12,"M",2011
